participant_id,age,gender,device_type,experience_level,task_success,completion_time_s,sus_q1,sus_q2,sus_q3,sus_q4,sus_q5,sus_q6,sus_q7,sus_q8,sus_q9,sus_q10,ueq_attractiveness,ueq_efficiency,ueq_perspicuity,nasa_tlx_mental,nasa_tlx_temporal,nasa_tlx_frustration,trust_score,ease_of_use,willingness_to_reuse,attention_check_passed,sus_score
P0494,38.0,M,Desktop,Intermediate,1.0,57.283321955888916,2.0,2.0,4.0,3.0,5.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,6.939471056023423,3.978227481377748,3.894145560201858,6.5348575792730195,6.308417134471485,4.697569526864061,1.0,57.5
P0495,23.0,M,Android,Beginner,1.0,43.08219406153066,3.0,3.0,1.0,4.0,5.0,3.0,4.0,5.0,2.0,5.0,4.0,7.0,7.0,14.32226299917193,10.629338083347914,4.8384033628669325,3.679501843873222,6.657424113332355,4.9836015238455555,1.0,37.5
P0496,62.0,M,Android,Intermediate,1.0,121.67118997236685,3.0,4.0,5.0,1.0,3.0,5.0,4.0,4.0,5.0,5.0,4.0,6.0,4.0,16.11934472414305,20.847970537711305,3.950067875759795,4.742921459870725,6.991722447010909,4.5759681256965345,1.0,52.5
P0497,50.0,M,Desktop,Intermediate,0.0,219.77071261885828,5.0,4.0,5.0,5.0,3.0,2.0,4.0,3.0,2.0,3.0,4.0,4.0,7.0,5.379228880445564,8.547542366173946,6.526733820536231,5.222266235014696,5.295020478190409,4.0951037216889965,1.0,55.0
P0498,29.0,M,Android,Beginner,1.0,42.46764593166665,4.0,1.0,4.0,4.0,3.0,3.0,4.0,5.0,2.0,3.0,6.0,6.0,5.0,11.637794749454114,10.3219567407347,3.950067875759795,6.33439832199973,6.477079154903926,5.204984546390175,1.0,52.5
P0499,26.0,F,iOS,Advanced,0.0,65.20994839597665,3.0,5.0,2.0,5.0,2.0,5.0,3.0,3.0,5.0,4.0,5.0,6.0,3.0,19.968217079647907,10.348110518056505,0.8108133239870735,3.317937767834243,4.282068987653198,3.9532976451284414,1.0,32.5
P0500,28.0,F,Android,Advanced,1.0,37.09069414480059,4.0,1.0,3.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,7.0,6.0,6.0,20.91163003263768,5.6911331013740245,3.950067875759795,5.001203015491861,6.406517580980899,4.550002254597068,1.0,50.0
P0501,43.0,M,iOS,Intermediate,0.0,64.54661988272709,5.0,4.0,1.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,6.0,4.0,5.0,16.001614418785454,5.9017973461843125,7.822438930926955,5.205780214608589,5.8585301592857775,5.420220711370147,1.0,45.0
P0502,35.0,M,Desktop,Intermediate,1.0,41.4358334716999,4.0,5.0,5.0,3.0,5.0,4.0,4.0,3.0,1.0,5.0,4.0,5.0,5.0,15.604615430982047,9.234613516008595,3.950067875759795,5.907877601893576,6.9094518682116,5.056656631753317,1.0,47.5
P0503,41.0,M,Desktop,Intermediate,1.0,119.70205923652388,5.0,1.0,5.0,4.0,4.0,2.0,5.0,2.0,5.0,5.0,6.0,6.0,5.0,12.073454344011203,14.338040036440448,3.950067875759795,6.331089013247733,6.886993724738792,4.639432570008083,1.0,75.0
P0505,26.0,M,Android,Intermediate,1.0,105.92655760702094,5.0,3.0,5.0,3.0,2.0,4.0,5.0,5.0,4.0,4.0,7.0,3.0,6.0,21.0,10.739954440940426,3.950067875759795,6.3987504855685255,6.051718756936976,5.569275655993341,1.0,55.0
P0506,52.0,F,Android,Intermediate,1.0,219.77071261885828,4.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,4.0,4.0,6.0,4.0,5.0,21.0,10.287110949658146,3.950067875759795,5.729676343655712,5.157744292575472,6.565503081229526,1.0,42.5
P0507,39.0,F,iOS,Intermediate,1.0,13.767783520562585,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,3.0,5.0,6.0,3.1942474812802137,14.5381240796064,3.950067875759795,5.907877601893576,6.739382990981502,5.192307714495381,1.0,50.0
P0508,45.0,M,iOS,Beginner,0.0,190.25571841467385,3.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,6.0,4.0,14.723147036145932,14.850117892287084,3.1320645408007888,4.17099532358946,4.060208872408562,5.3537963197498675,1.0,42.5
P0509,33.0,F,Android,Intermediate,1.0,4.746996205937291,3.0,4.0,3.0,5.0,3.0,3.0,5.0,4.0,3.0,3.0,7.0,7.0,7.0,12.20127632961458,8.156383420118283,7.810500378483205,5.121289976205238,5.5612728318495,3.090415132047722,1.0,45.0
P0510,42.0,F,iOS,Intermediate,0.0,33.34942344395886,2.0,5.0,3.0,5.0,4.0,4.0,5.0,3.0,4.0,3.0,5.0,5.0,7.0,11.096952115241836,17.771713249752494,8.44003208027599,4.002893357793613,5.4163623177351345,6.1575354738344465,1.0,45.0
P0511,19.0,M,iOS,Advanced,1.0,57.92825305925362,3.0,4.0,4.0,3.0,5.0,4.0,4.0,5.0,4.0,3.0,3.0,5.0,5.0,9.184243292320105,14.299836170971457,10.978766992327104,5.907877601893576,6.051718756936976,5.137102951420833,1.0,52.5
P0512,42.0,F,iOS,Intermediate,1.0,19.795573717998614,3.0,4.0,3.0,5.0,3.0,5.0,3.0,3.0,4.0,3.0,7.0,4.0,5.0,21.0,12.422782676497272,0.4267541055633366,5.907877601893576,6.051718756936976,3.417465765835214,1.0,40.0
P0513,41.0,M,iOS,Intermediate,1.0,24.816084099611775,2.0,4.0,3.0,4.0,4.0,5.0,5.0,3.0,5.0,5.0,4.0,5.0,6.0,21.0,11.219304569926896,2.209067871685652,6.516085679255198,6.051718756936976,4.655819838427724,1.0,45.0
P0514,35.0,M,iOS,Unknown,1.0,82.93727851133968,5.0,2.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,6.0,6.0,6.0,21.0,6.0535308842723055,6.90642020520292,6.745821503521227,6.051718756936976,4.653806252570572,1.0,55.0
P0515,45.0,F,iOS,Beginner,1.0,219.77071261885828,2.0,4.0,4.0,5.0,2.0,2.0,5.0,1.0,5.0,5.0,6.0,7.0,5.0,6.894993668119393,10.20007478681432,3.950067875759795,6.211164202395726,5.86671282831159,4.098524333042681,1.0,52.5
P0516,20.0,M,iOS,Advanced,1.0,26.326806768170854,5.0,1.0,5.0,2.0,5.0,5.0,2.0,5.0,5.0,4.0,6.0,5.0,6.0,18.983070299496532,12.66577376396195,3.950067875759795,6.574478387829647,6.051718756936976,4.38699331825095,1.0,62.5
P0517,31.0,F,Android,Intermediate,1.0,219.77071261885828,4.0,4.0,2.0,4.0,3.0,3.0,4.0,5.0,4.0,3.0,4.0,6.0,5.0,5.764013257261997,13.69038321762159,3.950067875759795,6.057240149754586,6.051718756936976,4.732530770697955,1.0,45.0
P0518,51.0,F,iOS,Advanced,1.0,70.5782516657313,5.0,5.0,4.0,4.0,4.0,2.0,5.0,4.0,3.0,5.0,5.0,6.0,4.0,21.0,10.129335073168786,5.925109991684517,6.492676454477483,6.051718756936976,4.984079922473596,1.0,52.5
P0519,49.0,F,Android,Beginner,0.0,60.85567221033467,3.0,1.0,4.0,4.0,5.0,3.0,3.0,4.0,1.0,3.0,5.0,6.0,4.0,2.117626355125742,6.463657858008321,12.132086045480255,4.466962025911887,5.678917276635825,3.434797249494435,1.0,52.5
P0520,28.0,F,iOS,Advanced,1.0,41.69774036470862,4.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,1.0,6.0,7.0,5.0,4.973608262463803,17.945110637112258,3.548845580585766,5.907877601893576,6.827212875747092,6.149559370738863,1.0,57.5
P0521,32.0,M,Android,Intermediate,1.0,63.817005252694784,5.0,5.0,4.0,3.0,4.0,5.0,4.0,5.0,5.0,2.0,3.0,6.0,5.0,10.551711642239962,3.642843847644832,3.1038001169075287,6.552099603804397,6.051718756936976,3.016419461721906,1.0,55.0
P0522,44.0,F,iOS,Intermediate,1.0,74.16381954444701,5.0,4.0,5.0,3.0,3.0,5.0,5.0,5.0,3.0,4.0,6.0,6.0,6.0,5.928451519859485,8.759578870243008,3.950067875759795,5.907877601893576,6.360035138146237,4.765344531142688,1.0,50.0
P0523,20.0,F,iOS,Beginner,1.0,24.543889242281313,3.0,2.0,4.0,3.0,4.0,4.0,2.0,5.0,3.0,5.0,6.0,6.0,6.0,13.662386833595438,6.673437108161128,3.950067875759795,5.428211127389749,4.602800873172389,5.548115583837438,1.0,42.5
P0524,28.0,F,Android,Intermediate,1.0,147.66555453654357,5.0,4.0,3.0,5.0,4.0,4.0,5.0,4.0,3.0,3.0,5.0,5.0,6.0,9.376654043907129,4.38151965092496,3.950067875759795,5.907877601893576,6.211992856399104,5.691720802279978,1.0,50.0
P0525,39.0,M,iOS,Intermediate,1.0,110.37007413596298,5.0,1.0,5.0,5.0,5.0,3.0,5.0,3.0,3.0,4.0,3.0,5.0,5.0,10.801097222432691,9.802851653711777,3.950067875759795,6.145301811258992,5.505162858184265,5.800208781194808,1.0,67.5
P0526,22.0,M,Android,Beginner,1.0,50.87768321474442,5.0,5.0,5.0,5.0,5.0,2.0,2.0,1.0,4.0,5.0,4.0,3.0,7.0,5.558900877365803,21.0,3.950067875759795,6.957633989053353,6.051718756936976,5.86809506557043,1.0,57.5
P0527,36.0,F,Android,Intermediate,1.0,47.91513797792263,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,2.0,3.0,6.0,5.0,4.0,8.129301060144819,4.394000172382521,3.950067875759795,5.907877601893576,6.051718756936976,3.522662920806505,1.0,37.5
P0528,30.0,M,iOS,Beginner,1.0,91.47158011578524,3.0,1.0,2.0,4.0,1.0,4.0,3.0,4.0,5.0,4.0,7.0,5.0,5.0,14.325445834075976,7.20960832029569,3.950067875759795,6.49419744126685,6.142604190374783,4.341631787507132,1.0,42.5
P0529,37.0,F,iOS,Advanced,1.0,39.251748601283225,2.0,2.0,3.0,3.0,3.0,4.0,4.0,5.0,3.0,5.0,6.0,7.0,7.0,3.9353866651008302,11.185451768919304,3.950067875759795,5.907877601893576,4.533806339829253,6.421466355554241,1.0,40.0
P0530,18.0,F,iOS,Intermediate,1.0,31.961027054340363,5.0,5.0,5.0,4.0,3.0,3.0,3.0,5.0,4.0,5.0,6.0,7.0,6.0,20.7893257893602,13.10720029104064,3.950067875759795,5.272854001909943,6.051718756936976,5.085708274972901,1.0,45.0
P0531,38.0,F,Android,Beginner,1.0,12.75493427172586,4.0,4.0,2.0,5.0,4.0,5.0,3.0,4.0,1.0,4.0,6.0,5.0,5.0,13.38060610477778,20.586230644464926,3.950067875759795,6.578673280959502,6.385256145753655,4.935722629739023,1.0,30.0
P0532,52.0,M,Android,Intermediate,1.0,79.70626074818705,4.0,2.0,5.0,4.0,4.0,3.0,4.0,3.0,5.0,5.0,4.0,3.0,4.0,20.33401170342017,10.526872779857232,3.950067875759795,5.907877601893576,6.051718756936976,4.091060646621871,1.0,62.5
P0533,51.0,F,iOS,Intermediate,1.0,21.5323985567015,3.0,4.0,2.0,3.0,4.0,5.0,4.0,5.0,4.0,3.0,4.0,6.0,4.0,6.9802435710962385,8.638732637315751,1.1537747731659405,6.650413262782029,6.858710195260516,4.99058170599195,1.0,42.5
P0534,35.0,F,Android,Intermediate,1.0,147.3677975185172,2.0,5.0,5.0,4.0,5.0,2.0,3.0,3.0,5.0,5.0,5.0,5.0,6.0,21.0,8.93986874586656,3.950067875759795,6.192709574453002,6.246652188658667,6.146794829099322,1.0,52.5
P0535,39.0,F,Android,Intermediate,1.0,48.67966990772362,2.0,5.0,5.0,4.0,1.0,5.0,4.0,5.0,4.0,3.0,6.0,4.0,4.0,5.936048163922977,21.0,2.588406162589706,5.167813740785667,6.051718756936976,3.997007463199296,1.0,35.0
P0536,34.0,M,Android,Intermediate,0.0,108.13083303142076,4.0,4.0,2.0,4.0,5.0,4.0,4.0,4.0,2.0,2.0,4.0,5.0,6.0,18.244917243152255,8.882669929401509,2.02424066959233,4.981954075171599,5.943733344036554,4.134516447452744,1.0,47.5
P0537,39.0,Other,Desktop,Intermediate,1.0,19.781325061619977,4.0,5.0,3.0,5.0,5.0,3.0,4.0,5.0,2.0,4.0,7.0,5.0,5.0,6.755244951602561,9.599097490379446,3.950067875759795,5.907877601893576,6.578499562010501,5.1695596534015475,1.0,40.0
P0538,38.0,F,iOS,Intermediate,1.0,95.09836199986418,5.0,5.0,4.0,3.0,5.0,4.0,3.0,3.0,4.0,4.0,6.0,5.0,5.0,14.345111683039576,8.446733428522991,7.5026217996892655,6.15765106250296,6.696831145950531,5.999756212404808,1.0,55.0
P0539,43.0,M,Android,Advanced,1.0,46.47874368623994,3.0,2.0,4.0,5.0,3.0,5.0,3.0,5.0,4.0,3.0,4.0,4.0,5.0,11.498569641036584,18.654620490977155,1.9129668631991816,5.907877601893576,6.051718756936976,6.38050955627469,1.0,42.5
P0540,32.0,M,Android,Advanced,0.0,25.303479424319583,5.0,2.0,2.0,4.0,2.0,5.0,4.0,4.0,2.0,3.0,6.0,3.0,7.0,6.626673799151182,7.849503639946958,4.206611499014884,3.3766206032483055,6.051718756936976,5.055498765485373,1.0,42.5
P0541,35.0,F,iOS,Intermediate,0.0,105.85590189458507,3.0,5.0,3.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,7.0,5.0,6.0,17.9367134484947,6.725930362682228,8.237418116278072,5.41096576433581,4.493987371031396,4.412769353795942,1.0,40.0
P0542,22.0,M,iOS,Intermediate,1.0,44.75253205594563,5.0,3.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,1.0,5.0,5.0,6.0,11.654445843406815,21.0,3.950067875759795,5.907877601893576,5.320786013799698,5.382170520568845,1.0,65.0
P0544,57.0,F,iOS,Beginner,0.0,87.26762954259932,5.0,3.0,3.0,5.0,2.0,2.0,1.0,2.0,4.0,5.0,4.0,5.0,4.0,21.0,5.407455775591819,3.9404490202091984,4.599126971264591,4.501310012592265,3.419576921060824,1.0,45.0
P0545,41.0,F,iOS,Beginner,1.0,55.250056706916986,4.0,4.0,3.0,5.0,5.0,4.0,2.0,5.0,3.0,4.0,5.0,6.0,5.0,2.1072860627727,9.862374051969008,3.950067875759795,5.0876442179072505,6.277208844663152,6.130248317968701,1.0,37.5
P0546,30.0,M,iOS,Beginner,1.0,219.77071261885828,1.0,3.0,1.0,5.0,5.0,5.0,2.0,4.0,3.0,5.0,6.0,4.0,6.0,10.296972065667376,4.976997551108223,3.950067875759795,4.961960269216882,6.49035675395641,6.646353394116771,1.0,25.0
P0547,36.0,F,iOS,Beginner,1.0,118.25820961800017,4.0,5.0,5.0,1.0,1.0,4.0,4.0,4.0,4.0,5.0,7.0,5.0,4.0,11.25781514579357,10.276353553647573,3.950067875759795,6.6463145457866615,6.799090257015219,4.788875678710538,1.0,47.5
P0548,28.0,M,Android,Advanced,1.0,163.94180922551436,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,6.0,4.0,18.428148953955414,13.553047488157162,3.1495221595191314,5.9319322083935875,6.304110853848804,4.404330036052919,1.0,50.0
P0549,20.0,M,iOS,Intermediate,1.0,97.23541813047522,5.0,3.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,6.0,21.0,16.53606776025325,3.950067875759795,4.3417772763090845,6.719520895987244,6.2290526480944335,1.0,60.0
P0551,52.0,M,iOS,Intermediate,1.0,53.23644532109836,3.0,5.0,4.0,3.0,2.0,3.0,4.0,5.0,5.0,2.0,4.0,5.0,6.0,7.909365900897692,12.612490596472812,1.1611545987203753,5.907877601893576,6.903516902738683,6.487004162558143,1.0,50.0
P0552,24.0,F,iOS,Intermediate,1.0,25.87514764559982,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,5.0,2.0,5.0,7.0,5.0,12.230352374974164,5.752984053622299,1.654598776842251,5.363100281038272,6.154886370935275,4.252260438590748,1.0,60.0
P0553,42.0,F,iOS,Advanced,1.0,40.89427590269722,4.0,4.0,4.0,2.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,4.0,6.0,21.0,3.9716927451536304,3.950067875759795,6.544041479121556,6.051718756936976,5.213682062813396,1.0,55.0
P0554,57.0,M,iOS,Beginner,0.0,134.81859206941226,4.0,5.0,5.0,4.0,5.0,5.0,3.0,4.0,5.0,5.0,6.0,6.0,5.0,11.290619632164828,16.95567834711973,0.6983366384517566,5.143112144607263,4.680065179507553,4.573389454004534,1.0,47.5
P0555,25.0,F,Android,Intermediate,1.0,73.02051921752799,4.0,1.0,4.0,4.0,3.0,2.0,3.0,2.0,5.0,4.0,5.0,6.0,5.0,7.864895831392909,20.105092775524263,7.730224476567539,6.271291343823583,6.083058142751579,4.122336645061409,1.0,65.0
P0556,36.0,M,Android,Advanced,1.0,68.12468936061185,5.0,4.0,4.0,5.0,3.0,5.0,5.0,4.0,2.0,3.0,5.0,6.0,5.0,20.40223574119549,6.457362322213272,3.950067875759795,6.824267091256594,5.682962259710152,3.625590366049184,1.0,45.0
P0557,22.0,F,iOS,Intermediate,1.0,169.08975621372315,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,6.0,17.165560230142717,12.202229539715765,3.950067875759795,5.649048431388026,3.769095623695896,6.195712397785042,1.0,47.5
P0558,21.0,F,iOS,Advanced,1.0,64.87270259201507,3.0,5.0,1.0,5.0,5.0,4.0,4.0,4.0,5.0,1.0,7.0,6.0,7.0,5.849802852428702,5.881498057538342,3.950067875759795,5.907877601893576,6.051718756936976,4.811415360880757,1.0,47.5
P0559,23.0,M,iOS,Intermediate,1.0,20.865464421969342,1.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,3.0,3.0,5.0,6.0,4.0,15.337542083611543,6.538941868237555,0.0955112908334987,5.192612127155281,6.403064386439559,5.533532060796288,1.0,45.0
P0560,47.0,M,Desktop,Intermediate,0.0,38.41409346421703,4.0,5.0,2.0,3.0,4.0,3.0,1.0,5.0,2.0,3.0,6.0,5.0,5.0,11.286337589648683,11.795537873030044,15.444929518143622,4.548616896292972,4.51411890471033,5.147339284007893,1.0,35.0
P0561,44.0,F,iOS,Intermediate,1.0,63.448605030797125,1.0,5.0,2.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,6.0,5.0,6.0,19.710612395819716,7.74944043788425,3.950067875759795,5.907877601893576,6.051718756936976,5.412822067220656,1.0,40.0
P0562,55.0,M,iOS,Intermediate,1.0,219.77071261885828,4.0,4.0,4.0,3.0,3.0,5.0,5.0,3.0,5.0,3.0,5.0,5.0,6.0,21.0,11.071933788336851,3.950067875759795,5.1292987943108574,6.970636841912741,5.051609217578263,1.0,57.5
P0563,23.0,F,iOS,Beginner,1.0,60.066681491062944,4.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,5.0,5.0,6.0,5.0,7.0,12.860877666335908,12.897263102925006,3.950067875759795,5.907877601893576,6.524628703849012,5.942200019069836,1.0,50.0
P0564,18.0,F,Android,Advanced,1.0,140.41269643155042,5.0,4.0,3.0,4.0,5.0,1.0,4.0,3.0,4.0,2.0,5.0,4.0,6.0,21.0,10.363881314601928,3.950067875759795,6.939668303037211,6.517175755435581,5.519627279140137,1.0,67.5
P0565,39.0,M,Android,Beginner,1.0,59.765420857962674,4.0,4.0,4.0,2.0,4.0,2.0,5.0,5.0,3.0,4.0,5.0,6.0,3.0,12.262310458046551,11.006737086266275,3.950067875759795,6.905982730121327,5.932848504769254,5.809593953450639,1.0,57.5
P0566,51.0,Prefer not to say,Android,Intermediate,1.0,42.27743712831427,5.0,4.0,1.0,3.0,3.0,2.0,5.0,1.0,5.0,4.0,5.0,5.0,7.0,21.0,18.8680261433036,3.950067875759795,6.750473922373564,6.051718756936976,5.1276461856426705,1.0,62.5
P0567,30.0,M,Android,Beginner,1.0,58.80523448416992,4.0,5.0,5.0,5.0,5.0,2.0,4.0,3.0,4.0,5.0,4.0,7.0,5.0,6.891970473369865,5.753009044033554,3.950067875759795,5.907877601893576,6.051718756936976,5.202333897820671,1.0,55.0
P0568,26.0,M,iOS,Beginner,1.0,80.60374960627325,5.0,1.0,2.0,3.0,4.0,4.0,4.0,5.0,3.0,5.0,4.0,3.0,5.0,13.098878186420931,12.492604567555563,3.950067875759795,5.907877601893576,6.9467855763523385,5.174057621955601,1.0,50.0
P0570,28.0,M,Desktop,Beginner,1.0,118.25768143684203,4.0,3.0,5.0,5.0,3.0,2.0,4.0,5.0,5.0,3.0,6.0,3.0,5.0,2.524083904513311,21.0,3.950067875759795,5.907877601893576,6.25148049548604,4.477215689307506,1.0,57.5
P0571,44.0,M,iOS,Advanced,1.0,176.0862571807847,5.0,5.0,3.0,3.0,5.0,3.0,4.0,3.0,2.0,4.0,5.0,5.0,6.0,8.89317212978143,10.903115301576118,0.6112772679790757,5.907877601893576,6.051718756936976,4.818088643054202,1.0,52.5
P0572,56.0,F,iOS,Beginner,1.0,21.309646104462036,1.0,3.0,3.0,5.0,1.0,4.0,2.0,5.0,4.0,5.0,6.0,4.0,7.0,14.32158785763257,21.0,3.950067875759795,4.5056730125177875,6.051718756936976,5.696514014832706,1.0,22.5
P0573,24.0,F,Desktop,Intermediate,1.0,34.260943310544654,5.0,4.0,3.0,4.0,5.0,2.0,4.0,2.0,5.0,5.0,5.0,4.0,5.0,13.116930581786862,5.235789095081631,3.950067875759795,6.8964695503270095,6.50095030364591,5.270663340422951,1.0,62.5
P0574,21.0,F,iOS,Advanced,1.0,44.865919153810154,3.0,4.0,3.0,4.0,5.0,5.0,3.0,3.0,3.0,4.0,7.0,3.0,5.0,21.0,15.825667665905549,3.950067875759795,5.932364553670839,6.051718756936976,4.644678235237216,1.0,42.5
P0575,58.0,F,Android,Beginner,1.0,115.58973444935992,5.0,5.0,4.0,4.0,1.0,5.0,4.0,3.0,5.0,3.0,6.0,7.0,6.0,17.443694584315402,21.0,3.950067875759795,6.810073858951716,6.426826183353208,3.7801799772554143,1.0,47.5
P0576,23.0,F,iOS,Beginner,0.0,74.86953679369361,2.0,5.0,1.0,2.0,5.0,4.0,3.0,2.0,3.0,3.0,5.0,3.0,5.0,20.65877330273254,15.776025805989743,4.882772593453463,4.839020537340831,6.051718756936976,5.968626144403392,1.0,45.0
P0579,19.0,F,Desktop,Intermediate,1.0,104.58503405438027,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,1.0,6.0,5.0,6.0,11.77916594637235,4.948641779648455,3.950067875759795,4.674464025748927,6.694630151564968,4.916177755696949,1.0,57.5
P_MISSING_0016,43.0,M,Android,Intermediate,1.0,38.17737383857077,4.0,3.0,5.0,5.0,4.0,2.0,1.0,5.0,5.0,5.0,6.0,5.0,5.0,7.127285226341872,9.386987598673285,3.950067875759795,5.907877601893576,6.051718756936976,6.500114301043868,1.0,47.5
P0581,55.0,F,Android,Beginner,1.0,89.65440955391605,5.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,5.0,4.0,4.0,6.0,4.0,4.812716366035076,21.0,0.5657376487522372,6.592487726766157,5.832916807239496,3.6492921288329834,1.0,60.0
P0582,37.0,F,Desktop,Intermediate,1.0,71.48978888878716,3.0,5.0,4.0,3.0,5.0,5.0,5.0,4.0,3.0,4.0,5.0,3.0,5.0,21.0,9.493914582047978,3.950067875759795,5.907877601893576,4.993268158482624,4.612961967788187,1.0,47.5
P0583,48.0,F,iOS,Intermediate,1.0,57.160799205498854,2.0,5.0,5.0,4.0,4.0,1.0,4.0,5.0,3.0,3.0,6.0,3.0,7.0,21.0,8.47346095496844,3.950067875759795,5.645950973538832,6.926549770411775,5.1523989174019675,1.0,50.0
P0584,52.0,F,iOS,Intermediate,1.0,158.3296316503078,5.0,5.0,4.0,5.0,3.0,3.0,4.0,3.0,5.0,4.0,4.0,6.0,4.0,9.467622594842602,4.351374004273533,3.950067875759795,6.981890894238519,6.474772308587163,5.888842718915474,1.0,52.5
P0585,25.0,F,iOS,Intermediate,1.0,65.13704897111275,1.0,4.0,5.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,5.0,3.0,3.0,9.694295461871262,14.710131586673446,4.121494962916071,6.175015705875795,6.051718756936976,3.454165382631014,1.0,45.0
P0586,43.0,F,Android,Intermediate,1.0,15.315539950317076,4.0,4.0,3.0,2.0,4.0,2.0,3.0,4.0,5.0,5.0,6.0,6.0,5.0,6.4075648661507705,11.801315985458691,3.950067875759795,6.151829493653971,5.318566115982012,4.542632979370031,1.0,55.0
P0587,30.0,M,iOS,Intermediate,1.0,185.36625150670665,4.0,4.0,4.0,4.0,4.0,2.0,3.0,5.0,2.0,1.0,5.0,4.0,6.0,21.0,5.4337428300109485,3.950067875759795,6.118335397529594,6.147025141049262,5.319408996821835,1.0,52.5
P0588,49.0,F,iOS,Intermediate,1.0,33.416921794608065,4.0,5.0,3.0,5.0,5.0,5.0,3.0,4.0,5.0,3.0,5.0,5.0,6.0,12.877763118059448,9.108815206170794,0.0352491237485903,5.907877601893576,5.634357893588075,3.916723523213321,1.0,45.0
P0589,45.0,M,Desktop,Intermediate,1.0,128.18097178460806,4.0,4.0,5.0,5.0,5.0,5.0,5.0,1.0,3.0,4.0,6.0,5.0,4.0,10.84444989968064,3.8433127473191377,3.950067875759795,6.224607797520863,6.2309304918304464,4.581830251609283,1.0,57.5
P0590,24.0,M,Android,Advanced,1.0,63.11359642656393,5.0,5.0,4.0,4.0,3.0,5.0,3.0,3.0,1.0,3.0,3.0,6.0,6.0,16.569131989565832,21.0,3.950067875759795,6.535039546406195,6.051718756936976,6.507850393162296,1.0,40.0
P0591,45.0,M,Android,Beginner,1.0,15.965496589114714,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,8.30394779433382,9.744718067885788,3.950067875759795,6.248736207749506,6.624387716054748,5.259748009020305,1.0,40.0
P0592,42.0,M,iOS,Intermediate,1.0,44.245144756072925,5.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,1.0,2.0,6.0,4.0,5.0,21.0,8.950532279430007,4.788255065501536,5.098174525160468,6.487834004557037,6.543973457987173,1.0,57.5
P0594,38.0,F,iOS,Intermediate,1.0,24.275179385179776,4.0,3.0,3.0,5.0,5.0,4.0,3.0,5.0,5.0,4.0,7.0,3.0,6.0,20.131077682197432,12.061511609856453,3.033150814376047,5.180170740426995,4.175283142740394,4.523572731692278,1.0,47.5
P0595,25.0,F,iOS,Beginner,1.0,35.846573341134814,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,7.0,6.0,7.0,8.426437787649123,5.13211736740865,3.950067875759795,6.664524105414434,6.051718756936976,4.5578772963143415,1.0,55.0
P0596,21.0,M,iOS,Intermediate,1.0,137.34533346497176,4.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,4.0,5.0,5.0,7.0,5.0,11.205112845484155,5.784892920226215,2.1025709096451024,6.169968755254439,6.051718756936976,2.967374114678327,1.0,47.5
P0598,23.0,F,iOS,Intermediate,1.0,52.34729595883963,4.0,4.0,2.0,4.0,5.0,2.0,4.0,4.0,4.0,5.0,5.0,6.0,4.0,4.910519654638386,8.275266307637766,3.950067875759795,5.2510055135147695,6.535478101799631,6.722413089874891,1.0,50.0
P0599,23.0,F,Android,Advanced,1.0,30.81763809111064,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,3.0,4.0,6.0,21.0,7.308292165286693,2.6372753646892715,6.220240054049966,6.051718756936976,3.678781184892917,1.0,57.5
P0600,28.0,F,Android,Advanced,1.0,43.49176758745333,3.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,7.0,6.0,5.0,6.2026847447391384,10.888016584322385,3.950067875759795,5.907877601893576,6.051718756936976,5.354187575955954,1.0,40.0
